Genus	Specie	Subgenus	Author	Year
Anopheles	rampae	Cellia	Harbach & Somboon	2011
Anopheles	ranci	Cellia	Grjebine	1953
Anopheles	rangeli	Nyssorhynchus	Gabaldon, Cova-Garcia & Lopez	1940
Anopheles	recens	Cellia	Sallum & Peyton	2005
Anopheles	reidi	Anopheles	Harrison	1973
Anopheles	rennellensis	Cellia	Taylor & Maffi	1991
Anopheles	rhodesiensis	Cellia	Theobald	1901
Anopheles	riparis	Cellia	King & Baisas	1936
Anopheles	rivulorum	Cellia	Leeson	1935
Anopheles	rodhaini	Cellia	Leleup & Lips	1950
Anopheles	rollai	Kerteszia	Cova, Garcia, Pulido, F. & Escalante, de Ugueto	1977
Anopheles	rondoni	Nyssorhynchus	Neiva & Pinto	1922
Anopheles	roperi	Anopheles	Reid	1950
Anopheles	roubaudi	Cellia	Grjebine	1953
Anopheles	ruarinus	Cellia	Edwards	1940
Anopheles	rufipes	Cellia	Gough	1910
Anopheles	sacharovi	Anopheles	Favre	1903
Anopheles	saeungae	Anopheles	Taai & Harbach	2015
Anopheles	salbaii	Cellia	Maffi & Coluzzi	1958
Anopheles	samarensis	Anopheles	Rozeboom	1951
Anopheles	sanctielii	Nyssorhynchus	Senevet & Abonnenc	1938
Anopheles	saperoi	Anopheles	Bohart & Ingram	1946
Anopheles	saungi	Cellia	Colless	1955
Anopheles	sawadwongporni	Cellia	Rattanarithikul & Green	1987
Anopheles	sawyeri	Nyssorhynchus	Causey, Deane, Deane & Sampaio	1943
Anopheles	scanloni	Cellia	Sallum & Peyton	2005
Anopheles	schueffneri	Cellia	Stanton	1915
Anopheles	schwetzi	Cellia	Evans	1934
Anopheles	separatus	Anopheles	Leicester	1908
Anopheles	seretsei	Cellia	Abdulla-Khan, Coetzee & Hunt	1998
Anopheles	sergentii	Cellia	Theobald	1907
Anopheles	seydeli	Cellia	Edwards	1929
Anopheles	shannoni	Anopheles	Davis	1931
Anopheles	similissimus	Anopheles	Strickland & Chowdhury	1927
Anopheles	sinensis	Anopheles	Wiedemann	1828
Anopheles	sineroides	Anopheles	Yamada	1924
Anopheles	sintoni	Anopheles	Puri	1929
Anopheles	sintonoides	Anopheles	Ho	1938
Anopheles	smaragdinus	Anopheles	Reinert	1997
Anopheles	smithii	Cellia	Theobald	1905
Anopheles	solomonis	Cellia	Belkin, Knight & Rozeboom	1945
Anopheles	somalicus	Cellia	Rivola & Holstein	1957
Anopheles	splendidus	Cellia	Koidzumi	1920
Anopheles	squamifemur	Lophopodomyia	Antunes	1937
Anopheles	squamosus	Cellia	Theobald	1901
Anopheles	stephensi	Cellia	Liston	1901
Anopheles	stigmaticus	Anopheles	Skuse	1889
Anopheles	stookesi	Cellia	Colless	1955
Anopheles	striatus	Nyssorhynchus	Sant’Ana & Sallum	2016
Anopheles	stricklandi	Anopheles	Reid	1965
Anopheles	strodei	Nyssorhynchus	Root	1926
Anopheles	subpictus	Cellia	Grassi	1899
Anopheles	sulawesi	Cellia	Waktoedi, Koesoemawinangoen	1954
Anopheles	sumatrana	Anopheles	Swellengrebel & Rodenwaldt	1932
Anopheles	sundaicus	Cellia	Rodenwaldt	1925
Anopheles	superpictus	Cellia	Grassi	1899
Anopheles	swahilicus	Cellia	Gillies	1964
Anopheles	symesi	Anopheles	Edwards	1928
Anopheles	takasagoensis	Cellia	Morishita	1946
Anopheles	tasmaniensis	Anopheles	Dobrotworsky	1966
Anopheles	tchekedii	Cellia	de Meillon & Leeson	1940
Anopheles	tenebrosus	Anopheles	Dönitz	1902
Anopheles	tessellatus	Cellia	Theobald	1901
Anopheles	theileri	Cellia	Edwards	1912
Anopheles	theobaldi	Cellia	Giles	1901
Anopheles	thomasi	Stethomyia	Shannon	1933
Anopheles	tibiamaculatus	Anopheles	Neiva	1906
Anopheles	tigertti	Anopheles	Scanlon & Peyton	1967
Anopheles	torresiensis	Cellia	Schmidt	2001
Anopheles	triannulatus	Nyssorhynchus	Neiva & Pinto	1922
Anopheles	trinkae	Nyssorhynchus	Faran	1979
Anopheles	turkhudi	Cellia	Liston	1901
Anopheles	umbrosus	Anopheles	Theobald	1903
Anopheles	vagus	Cellia	Dönitz	1902
Anopheles	vanderwulpi	Anopheles	Townson & Harbach	2013
Anopheles	vaneedeni	Cellia	Gillies & Coetzee	1987
Anopheles	vanhoofi	Cellia	Wanson & Lebied	1945
Anopheles	vanus	Anopheles	Walker	1859
Anopheles	vargasi	Lophopodomyia	Gabaldon, Cova-Garcia & Lopez	1941
Anopheles	varuna	Cellia	Iyengar	1924
Anopheles	vernus	Cellia	Gillies & de Meillon	1968
Anopheles	veruslanei	Anopheles	Vargas	1979
Anopheles	vestitipennis	Anopheles	Dyar & Knab	1906
Anopheles	vietnamensis	Anopheles	Nguyen, Tran & Nguyen	1993
Anopheles	vinckei	Cellia	de Meillon	1942
Anopheles	walkeri	Anopheles	Theobald	1901
Anopheles	walravensi	Cellia	Edwards	1930
Anopheles	watsonii	Cellia	Leicester	1908
Anopheles	wejchoochotei	Anopheles	Taai & Harbach	2015
Anopheles	wellcomei	Cellia	Theobald	1904
Anopheles	wellingtonianus	Anopheles	Alcock	1912
Anopheles	whartoni	Anopheles	Reid	1963
Anopheles	willmori	Cellia	James	1903
Anopheles	wilsoni	Cellia	Evans	1934
Anopheles	xelajuensis	Anopheles	de Leon	1938
Anopheles	xui	Anopheles	Dong, Zhou, Dong & Mao	2007
Anopheles	yaeyamaensis	Cellia	Somboon & Harbach	2010
Anopheles	ziemanni	Anopheles	Grünberg	1902
Armigeres	alkatirii	Armigeres	Toma, Miyagi & Syafruddin	1995
Armigeres	annulipalpis	Leicesteria	Theobald	1910
Armigeres	annulitarsis	Leicesteria	Leicester	1908
Armigeres	apoensis	Armigeres	Bohart & Farner	1944
Armigeres	aureolineatus	Armigeres	Leicester	1908
Armigeres	azurini	Armigeres	Basio	1971
Armigeres	baisasi	Armigeres	Stone & Thurman	1958
Armigeres	balteatus	Leicesteria	Macdonald	1960
Armigeres	bhayungi	Armigeres	Thurman & Thurman	1958
Armigeres	breinli	Armigeres	Taylor	1914
Armigeres	candelabrifer	Armigeres	Brug	1939
Armigeres	cingulatus	Leicesteria	Leicester	1908
Armigeres	confusus	Armigeres	Edwards	1915
Armigeres	conjungens	Armigeres	Edwards	1914
Armigeres	denbesteni	Armigeres	Brug	1925
Armigeres	dentatus	Leicesteria	Barraud	1927
Armigeres	digitatus	Leicesteria	Edwards	1914
Armigeres	dolichocephalus	Leicesteria	Leicester	1908
Armigeres	durhami	Armigeres	Edwards	1917
Armigeres	ejercitoi	Armigeres	Baisas	1935
Armigeres	fimbriatus	Armigeres	Edwards	1930
Armigeres	flavus	Leicesteria	Leicester	1908
Armigeres	foliatus	Armigeres	Brug	1931
Armigeres	giveni	Armigeres	Edwards	1926
Armigeres	hybridus	Armigeres	Edwards	1914
Armigeres	inchoatus	Leicesteria	Barraud	1927
Armigeres	joloensis	Armigeres	Ludlow	1904
Armigeres	jugraensis	Armigeres	Leicester	1908
Armigeres	kesseli	Armigeres	Ramalingam	1987
Armigeres	kinabaluensis	Armigeres	Ramalingam	1972
Armigeres	kuchingensis	Armigeres	Edwards	1915
Armigeres	lacuum	Armigeres	Edwards	1922
Armigeres	laoensis	Armigeres	Toma & Miyagi	2003
Armigeres	lepidocoxitus	Leicesteria	Dong, Zhou & Dong	1995
Armigeres	longipalpis	Leicesteria	Leicester	1904
Armigeres	magnus	Leicesteria	Theobald	1908
Armigeres	mahantai	Armigeres	Bhattacharyya, Prakash, Mohapatra & Sarma	2009
Armigeres	maiae	Armigeres	Edwards	1917
Armigeres	malayi	Armigeres	Theobald	1901
Armigeres	manalangi	Armigeres	Baisas	1935
Armigeres	maximus	Armigeres	Edwards	1922
Armigeres	menglaensis	Leicesteria	Dong, Zhou & Dong	2002
Armigeres	milnensis	Armigeres	Lee	1944
Armigeres	moultoni	Armigeres	Edwards	1914
Armigeres	obturbans	Armigeres	Walker	1859
Armigeres	omissus	Leicesteria	Edwards	1914
Armigeres	pallithorax	Armigeres	Dong, Zhou & Dong	2004
Armigeres	papuensis	Armigeres	Peters	1963
Armigeres	pectinatus	Leicesteria	Edwards	1914
Armigeres	pendulus	Leicesteria	Edwards	1914
Armigeres	sembeli	Armigeres	Toma & Miyagi	2002
Armigeres	seticoxitus	Armigeres	Luh & Li	1981
Armigeres	setifer	Armigeres	Delfinado	1966
Armigeres	subalbatus	Armigeres	Coquillett	1898
Armigeres	theobaldi	Armigeres	Barraud	1934
Armigeres	traubi	Leicesteria	Macdonald	1960
Armigeres	vimoli	Leicesteria	Thurman & Thurman	1958
Armigeres	yunnanensis	Armigeres	Dong, Zhou & Dong	1995
Ayurakitia	griffithi	Ayurakitia	Thurman	1954
Ayurakitia	peytoni	Ayurakitia	Reinert	1972
Aztecaedes	ramirezi	Aztecaedes	Vargas & Downs	1950
Belkinius	aurotaeniatus	Belkinius	Edwards	1922
Bifidistylus	boneti	Bifidistylus	Gil, Collado	1936
Bifidistylus	lamborni	Bifidistylus	Edwards	1923
Bironella	confusa	Neobironella	Bonne-Wepster	1951
Bironella	derooki	Neobironella	Soesilo & van Slooten	1931
Bironella	gracilis	Bironella	Theobald	1905
Bironella	hollandi	Brugella	Taylor	1934
Bironella	obscura	Brugella	Tenorio	1975
Bironella	papuae	Neobironella	Swellengrebel & Swellengrebel, de Graaf	1920
Bironella	simmondsi	Bironella	Tenorio	1977
Bironella	travestita	Brugella	Brug	1928
Borichinda	cavernicola	Borichinda	Rattanarithikul & Harbach	2007
Bothaella	alongi	Bothaella	Galliard & Ngu	1947
Bothaella	brownscutuma	Bothaella	Dong, Zhou & Dong	1999
Bothaella	eldridgei	Bothaella	Reinert	1973
Bothaella	helenae	Bothaella	Reinert	1973
Bothaella	kleini	Bothaella	Reinert	1973
Bothaella	manhi	Bothaella	Harbach & Cook	2010
Bruceharrisonius	alektorovi	Bruceharrisonius	Stackelberg	1943
Bruceharrisonius	aureostriatus	Bruceharrisonius	Doleschall	1857
Bruceharrisonius	christophersi	Bruceharrisonius	Edwards	1922
Bruceharrisonius	doonii	Bruceharrisonius	Wattal, Bhatia & Kalra	1958
Bruceharrisonius	greenii	Bruceharrisonius	Theobald	1903
Bruceharrisonius	hurlbuti	Bruceharrisonius	Lien	1967
Bruceharrisonius	kobayashii	Bruceharrisonius	Nakata	1956
Bruceharrisonius	okinawanus	Bruceharrisonius	Bohart	1946
Bruceharrisonius	taiwanus	Bruceharrisonius	Lien	1968
Cancraedes	cancricomes	Cancraedes	Edwards	1922
Cancraedes	curtipes	Cancraedes	Edwards	1915
Cancraedes	indonesiae	Cancraedes	Mattingly	1958
Cancraedes	kohkutensis	Cancraedes	Mattingly	1958
Cancraedes	mamoedjoensis	Cancraedes	Mattingly	1958
Cancraedes	masculinus	Cancraedes	Mattingly	1958
Cancraedes	palawanicus	Cancraedes	Mattingly	1958
Cancraedes	penghuensis	Cancraedes	Lien	1968
Cancraedes	simplex	Cancraedes	Theobald	1903
Cancraedes	thurmanae	Cancraedes	Mattingly	1958
Catageiomyia	adami	Catageiomyia	Geoffroy	1971
Catageiomyia	argenteopunctata	Catageiomyia	Theobald	1901
Catageiomyia	bedfordi	Catageiomyia	Edwards	1936
Catageiomyia	chamboni	Catageiomyia	Cornet	1968
Catageiomyia	dialloi	Catageiomyia	Hamon & Brengues	1965
Catageiomyia	falabreguesi	Catageiomyia	Hamon	1957
Catageiomyia	filicis	Catageiomyia	Ingram & de Meillon	1927
Catageiomyia	grenieri	Catageiomyia	Hamon, Service, Adam & Taufflieb	1961
Catageiomyia	hopkinsi	Catageiomyia	Edwards	1936
Catageiomyia	insolens	Catageiomyia	Edwards	1936
Catageiomyia	irritans	Catageiomyia	Theobald	1901
Catageiomyia	lokojensis	Catageiomyia	Service	1959
Catageiomyia	lottei	Catageiomyia	Hamon & Brengues	1965
Catageiomyia	microsticta	Catageiomyia	Edwards	1936
Catageiomyia	minuta	Catageiomyia	Theobald	1901
Catageiomyia	mixta	Catageiomyia	Edwards	1936
Catageiomyia	mutila	Catageiomyia	Edwards	1936
Catageiomyia	nyounae	Catageiomyia	Hamon & Adam	1959
Catageiomyia	phyllolabis	Catageiomyia	Edwards	1929
Catageiomyia	pseudotarsalis	Catageiomyia	van Someren	1946
Catageiomyia	punctothoracis	Catageiomyia	Theobald	1909
Catageiomyia	reali	Catageiomyia	Hamon & Adam	1959
Catageiomyia	smithburni	Catageiomyia	van Someren	1950
Catageiomyia	tarsalis	Catageiomyia	Newstead	1907
Catageiomyia	veeniae	Catageiomyia	McIntosh	1975
Catageiomyia	wendyae	Catageiomyia	Service	1959
Catageiomyia	yangambiensis	Catageiomyia	de Meillon & Lavoipierre	1944
Catageiomyia	yvonneae	Catageiomyia	Edwards	1941
Catatassomyia	meronephada	Catatassomyia	Dyar & Shannon	1925
Chagasia	ablusa	Chagasia	Harbach	2009
Chagasia	bathana	Chagasia	Dyar	1928
Chagasia	bonneae	Chagasia	Root	1927
Chagasia	fajardi	Chagasia	Lutz	1904
Chagasia	rozeboomi	Chagasia	Causey, Deane & Deane	1944
Christophersiomyia	annulirostris	Christophersiomyia	Theobald	1905
Christophersiomyia	chionodes	Christophersiomyia	Belkin	1962
Christophersiomyia	gombakensis	Christophersiomyia	Mattingly	1959
Christophersiomyia	ibis	Christophersiomyia	Barraud	1931
Christophersiomyia	thomsoni	Christophersiomyia	Theobald	1905
Collessius	banksi	Alloeomyia	Edwards	1922
Collessius	elsiae	Collessius	Barraud	1923
Collessius	hatorii	Collessius	Yamada	1921
Collessius	macdougalli	Collessius	Edwards	1922
Collessius	macfarlanei	Collessius	Edwards	1914
Collessius	ningheensis	Collessius	Lei	1989
Collessius	pseudotaeniatus	Alloeomyia	Giles	1901
Collessius	shortti	Collessius	Barraud	1923
Collessius	tonkinensis	Alloeomyia	Galliard & Ngu	1947
Coquillettidia	albicosta	Rhynchotaenia	Chagas	1908
Coquillettidia	albifera	Rhynchotaenia	Prado	1931
Coquillettidia	annettii	Coquillettidia	Theobald	1901
Coquillettidia	arribalzagae	Rhynchotaenia	Theobald	1903
Coquillettidia	aurata	Coquillettidia	Dobrotworsky	1962
Coquillettidia	aurea	Coquillettidia	Edwards	1915
Coquillettidia	aureosquammata	Coquillettidia	Ludlow	1909
Coquillettidia	aurites	Coquillettidia	Theobald	1901
Coquillettidia	buxtoni	Coquillettidia	Edwards	1923
Coquillettidia	chrysonotum	Rhynchotaenia	Peryassú	1922
Coquillettidia	chrysosoma	Coquillettidia	Edwards	1915
Coquillettidia	crassipes	Coquillettidia	dan der Wulp	1881
Coquillettidia	cristata	Coquillettidia	Theobald	1904
Coquillettidia	fasciolata	Rhynchotaenia	Lynch, Arribálzaga	1891
Coquillettidia	fijiensis	Coquillettidia	Belkin	1962
Coquillettidia	flavocincta	Coquillettidia	Edwards	1936
Coquillettidia	fraseri	Coquillettidia	Theobald	1911
Coquillettidia	fuscopennata	Coquillettidia	Theobald	1903
Coquillettidia	fuscopteron	Coquillettidia	Theobald	1911
Coquillettidia	giblini	Coquillettidia	Taylor	1914
Coquillettidia	grandidieri	Coquillettidia	Blanchard	1905
Coquillettidia	hermanoi	Rhynchotaenia	Lane & Coutinho	1940
Coquillettidia	hodgkini	Coquillettidia	Wharton	1962
Coquillettidia	iracunda	Coquillettidia	Walker	1848
Coquillettidia	juxtamansonia	Rhynchotaenia	Chagas	1907
Coquillettidia	karandalaensis	Coquillettidia	Wolfs	1951
Coquillettidia	linealis	Coquillettidia	Skuse	1889
Coquillettidia	lutea	Coquillettidia	Belkin	1962
Coquillettidia	lynchi	Rhynchotaenia	Shannon	1931
Coquillettidia	maculipennis	Coquillettidia	Theobald	1911
Coquillettidia	memorans	Coquillettidia	Bonne-Wepster	1930
Coquillettidia	metallica	Coquillettidia	Theobald	1901
Coquillettidia	microannulata	Coquillettidia	Theobald	1911
Coquillettidia	neivai	Rhynchotaenia	Lane & Coutinho	1940
Coquillettidia	nigricans	Rhynchotaenia	Coquillett	1904
Coquillettidia	nigritarsis	Coquillettidia	Wolfs	1958
Coquillettidia	nigrithorax	Coquillettidia	Theobald	1910
Coquillettidia	nigrochracea	Coquillettidia	Bonne-Wepster	1930
Coquillettidia	nigrosignata	Coquillettidia	Edwards	1917
Coquillettidia	nitens	Rhynchotaenia	Cerqueira	1943
Coquillettidia	novochracea	Coquillettidia	Barraud	1927
Coquillettidia	ochracea	Coquillettidia	Theobald	1903
Coquillettidia	perturbans	Coquillettidia	Walker	1856
Coquillettidia	pseudoconopas	Coquillettidia	Theobald	1910
Coquillettidia	richiardii	Coquillettidia	Ficalbi	1889
Coquillettidia	rochei	Coquillettidia	Doucet	1951
Coquillettidia	samoaensis	Coquillettidia	Stone	1966
Coquillettidia	saotomensis	Coquillettidia	Lien, Lin, Lin & Tseng	2008
Coquillettidia	schoutedeni	Coquillettidia	Wolfs	1948
Coquillettidia	shannoni	Rhynchotaenia	Lane & Antunes	1937
Coquillettidia	tenuipalpis	Austromansonia	Edwards	1924
Coquillettidia	vanoyei	Coquillettidia	Wolfs	1948
Coquillettidia	variegata	Coquillettidia	Dobrotworsky	1962
Coquillettidia	venezuelensis	Rhynchotaenia	Theobald	1912
Coquillettidia	versicolor	Coquillettidia	Edwards	1913
Coquillettidia	voltaensis	Coquillettidia	Danilov	1982
Coquillettidia	wahlbergi	Coquillettidia	Edwards	1936
Coquillettidia	xanthogaster	Coquillettidia	Edwards	1924
Cornetius	cozi	Cornetius	Cornet	1973
Culex	abnormalis	Culex	Lane	1936
Culex	abominator	Melanoconion	Dyar & Knab	1909
Culex	abonnenci	Melanoconion	Clastrier	1970
Culex	accelerans	Aedinus	Root	1927
Culex	acharistus	Culex	Root	1927
Culex	acrostichalis	Eumelanomyia	Edwards	1941
Culex	aculeatus	Lophoceraomyia	Colless	1965
Culex	acutipalus	Lophoceraomyia	Colless	1965
Culex	adairi	Lasiosiphon	Kirkpatrick	1926
Culex	adamesi	Melanoconion	Sirivanakarn & Galindo	1980
Culex	adami	Eumelanomyia	Hamon & Mouchet	1955
Culex	adersianus	Eumelanomyia	Edwards	1941
Culex	aestivus	Lophoceraomyia	Sirivanakarn	1977
Culex	airozai	Phenacomyia	Lane	1945
Culex	akritos	Melanoconion	Forattini & Sallum	1995
Culex	alani	Culex	Forattini	1965
Culex	albertianus	Eumelanomyia	Edwards	1941
Culex	albinensis	Melanoconion	Bonne-Wepster & Bonne	1920
Culex	albinervis	Oculeomyia	Edwards	1929
Culex	albipes	Microculex	Lutz	1904
Culex	albiventris	Eumelanomyia	Edwards	1922
Culex	alcocki	Melanoconion	Bonne-Wepster & Bonne	1920
Culex	aliciae	Melanoconion	Duret	1953
Culex	alienus	Culex	Colless	1957
Culex	alinkios	Melanoconion	Sallum & Hutchings	2003
Culex	alis	Culex	Theobald	1903
Culex	alogistus	Melanoconion	Dyar	1918
Culex	alorensis	Lophoceraomyia	Sirivanakarn	1977
Culex	alphus	Lophoceraomyia	Colless	1965
Culex	amaniensis	Eumelanomyia	van Someren & Hamon	1964
Culex	amazonensis	Aedinus	Lutz	1905
Culex	ameliae	Culex	Casal	1967
Culex	amitis	Melanoconion	Komp	1936
Culex	andersoni	Culex	Edwards	1914
Culex	andreanus	Eumelanomyia	Edwards	1927
Culex	andricus	Melanoconion	Root	1927
Culex	anduzei	Carrollia	Cerqueira & Lane	1944
Culex	anips	Melanoconion	Dyar	1916
Culex	annulioris	Oculeomyia	Theobald	1901
Culex	annulirostris	Culex	Skuse	1889
Culex	annuliventris	Culex	Blanchard	1852
Culex	annulus	Culex	Theobald	1901
Culex	anoplicitus	Melanoconion	Forattini & Sallum	1989
Culex	antennatus	Culex	Becker	1903
Culex	antillummagnorum	Micraedes	Dyar	1928
Culex	antunesi	Carrollia	Lane, &Whitman	1943
Culex	aphylactus	Microculex	Root	1927
Culex	apicalis	Neoculex	Adams	1903
Culex	apicinus	Culex	Philippi	1865
Culex	aquarius	Culex	Strickman	1990
Culex	arawak	Micraedes	Berlin	1969
Culex	arbieeni	Maillotia	Salem	1938
Culex	arboricolus	Melanoconion	Galindo & Mendez	1961
Culex	archegus	Culex	Dyar	1929
Culex	argenteopunctatus	Culex	Ventrillon	1905
Culex	arizonensis	Neoculex	Bohart	1949
Culex	articularis	Culex	Philippi	1865
Culex	asteliae	Culex	Belkin	1968
Culex	astridianus	Culex	de Meillon	1942
Culex	atracus	Lophoceraomyia	Colless	1960
Culex	atratus	Melanoconion	Theobald	1901
Culex	atriceps	Culex	Edwards	1926
Culex	aurantapex	Oculeomyia	Edwards	1914
Culex	aureonotatus	Melanoconion	Duret & Barreto	1956
Culex	aureus	Microculex	Lane & Whitman	1951
Culex	australicus	Culex	Dobrotworsky & Drummond	1953
Culex	avianus	Maillotia	de Meillon	1943
Culex	axillicolus	Acallyntrum	Steffan	1979
Culex	azurini	Culiciomyia	Toma, Miyagi & Cabrera	1984
Culex	azymus	Microculex	Dyar & Knab	1906
Culex	babahoyensis	Carrollia	Levi-Castillo	1953
Culex	bahamensis	Culex	Dyar & Knab	1906
Culex	bahiensis	Melanoconion	Duret	1969
Culex	bahri	Culiciomyia	Edwards	1914
Culex	bailyi	Culiciomyia	Barraud	1934
Culex	baisasi	Eumelanomyia	Sirivanakarn	1972
Culex	bamborum	Anoedioporpa	Rozeboom & Komp	1948
Culex	bandoengensis	Lophoceraomyia	Brug	1939
Culex	banksensis	Culex	Maffi & Tenorio	1977
Culex	barraudi	Culex	Edwards	1922
Culex	barrinus	Culiciomyia	Bram	1967
Culex	bastagarius	Melanoconion	Dyar & Knab	1906
Culex	batesi	Melanoconion	Rozeboom & Komp	1948
Culex	becki	Lophoceraomyia	Belkin	1962
Culex	bejaranoi	Melanoconion	Duret	1953
Culex	belemensis	Anoedioporpa	Duret & Damasceno	1955
Culex	belkini	Acallyntrum	Stone & Penn	1948
Culex	bengalensis	Lophoceraomyia	Barraud	1934
Culex	bequaerti	Melanoconion	Dyar & Shannon	1925
Culex	bergi	Lophoceraomyia	Belkin	1962
Culex	beta	Culex	Séguy	1924
Culex	bicki	Acallyntrum	Stone & Penn	1947
Culex	bickleyi	Culex	Forattini	1965
Culex	bicornutus	Lophoceraomyia	Theobald	1910
Culex	bidens	Culex	Dyar	1922
Culex	bifoliolatus	Melanoconion	Duret & Barreto	1956
Culex	bihaicolus	Carrollia	Dyar & Núñez, Tovar	1928
Culex	bihamatus	Culex	Edwards	1926
Culex	bilineatus	Culex	Theobald	1903
Culex	binigrolineatus	Acallyntrum	Knight & Rozeboom	1945
Culex	biscaynensis	Micraedes	Zavortink & O’Meara	1999
Culex	bisulcatus	Micraedes	Coquillett	1906
Culex	bitaeniorhynchus	Oculeomyia	Giles	1901
Culex	boharti	Neoculex	Brookman & Reeves	1950
Culex	bokorensis	Eumelanomyia	Klein & Sirivanakarn	1970
Culex	bolii	Lophoceraomyia	Sirivanakarn	1968
Culex	boninensis	Sirivanakarnius	Bohart	1957
Culex	bonneae	Culex	Dyar & Knab	1919
Culex	bonnei	Carrollia	Dyar	1921
Culex	bougainvillensis	Acallyntrum	Steffan	1979
Culex	brachiatus	Melanoconion	Hutchings & Sallum	2008
Culex	brami	Culex	Forattini, Rabello & Lopes	1967
Culex	brenguesi	Eumelanomyia	Brunhes & Ravaonjanahary	1973
Culex	brethesi	Culex	Dyar	1919
Culex	breviculus	Tinolestes	Senevet & Abonnenc	1939
Culex	brevipalpis	Eumelanomyia	Giles	1902
Culex	brevipalpus	Lophoceraomyia	Theobald	1905
Culex	brevispinosus	Culex	Bonne-Wepster & Bonne	1920
Culex	browni	Anoedioporpa	Komp	1936
Culex	brumpti	Culex	Gailiard	1931
Culex	bukavuensis	Culex	Wolfs	1947
Culex	buxtoni	Lophoceraomyia	Edwards	1926
Culex	cairnsensis	subgenus uncertain	Taylor	1919
Culex	calabarensis	Eumelanomyia	Edwards	1941
Culex	calurus	Culex	Edwards	1935
Culex	cambournaci	Culiciomyia	Hamon & Gandara	1955
Culex	campilunati	Eumelanomyia	Carter & Wijesundara	1948
Culex	camposi	Culex	Dyar	1925
Culex	canaanensis	Anoedioporpa	Lane & Whitman	1943
Culex	carcinophilus	Melanoconion	Dyar & Knab	1906
Culex	carcinoxenus	Culex	de Oliveira, Castro	1932
Culex	caribeanus	Melanoconion	Galindo & Blanton	1954
Culex	carioca	Microculex	Lane & Whitman	1951
Culex	carleti	Culex	Brunhes & Ravaonjanahary	1971
Culex	carolinensis	Lophoceraomyia	Bohart & Ingram	1946
Culex	castaneus	Lophoceraomyia	Sirivanakarn	1973
Culex	castelli	Culex	Hamon	1957
Culex	castor	Eumelanomyia	de Meillon & Lavoipierre	1944
Culex	castrensis	Eumelanomyia	Edwards	1922
Culex	castroi	Phytotelmatomyia	Casal & García	1967
Culex	cataractarum	Eumelanomyia	Edwards	1923
Culex	cauchensis	Tinolestes	Floch & Abonnenc	1945
Culex	caudatus	Melanoconion	Clastrier	1970
Culex	caudelli	Melanoconion	Dyar & Knab	1906
Culex	cedecei	Melanoconion	Stone & Hair	1968
Culex	ceramensis	Culiciomyia	Sirivanakarn & Kurihara	1973
Culex	cerqueirai	Carrollia	Valencia	1973
Culex	chaetoventralis	Neoculex	Theobald	1910
Culex	chaguanco	Anoedioporpa	Casal, García & Fernández	1968
Culex	changuinolae	Melanoconion	Galindo & Blanton	1954
Culex	chauveti	Eumelanomyia	Brunhes & Rambelo	1968
Culex	cheesmanae	Neoculex	Mattingly & Marks	1955
Culex	cheni	Culiciomyia	Dong, Wang & Lu	2003
Culex	chidesteri	Culex	Dyar	1921
Culex	chitae	Culex	Duret	1967
Culex	chorleyi	Culex	Edwards	1941
Culex	christiani	Lophoceraomyia	Colless	1960
Culex	chryselatus	Microculex	Dyar & Knab	1919
Culex	cinctellus	Lophoceraomyia	Edwards	1922
Culex	cinerellus	Culiciomyia	Edwards	1922
Culex	cinereus	Culiciomyia	Theobald	1901
Culex	clarki	Melanoconion	Evans	1924
Culex	clastrieri	Aedinus	Casal & Garcia	1968
Culex	coerulescens	Lophoceraomyia	Edwards	1928
Culex	collessi	Lophoceraomyia	Sirivanakarn	1968
Culex	columnaris	Melanoconion	Sá & Hutchings	NA
Culex	comatus	Melanoconion	Senevet & Abonnenc	1939
Culex	commevynensis	Melanoconion	Bonne-Wepster & Bonne	1920
Culex	comminutor	Melanoconion	Dyar	1920
Culex	comorensis	Culex	Brunhes	1977
Culex	comptus	Melanoconion	Sá & Sallum	NA
Culex	confundior	Melanoconion	Komp & Rozeboom	1951
Culex	conservator	Anoedioporpa	Dyar & Knab	1906
Culex	consolator	Microculex	Dyar & Knab	1906
Culex	conspirator	Melanoconion	Dyar & Knab	1906
Culex	contei	Melanoconion	Duret	1968
Culex	coppenamensis	Melanoconion	Bonne-Wepster & Bonne	1920
Culex	corentynensis	Melanoconion	Dyar	1920
Culex	corniger	Phenacomyia	Theobald	1903
Culex	cornutus	Oculeomyia	Edwards	1922
Culex	coronator	Culex	Dyar & Knab	1906
Culex	corrigani	Anoedioporpa	Dyar & Knab	1907
Culex	cottlei	Lophoceraomyia	Sirivanakarn	1968
Culex	covagarciai	Culex	Forattini	1965
Culex	crassicomus	Lophoceraomyia	Colless	1965
Culex	crassistylus	Neoculex	Brug	1934
Culex	creole	Melanoconion	Anduze	1949
Culex	crinicauda	Culex	Edwards	1921
Culex	cristovaoi	Melanoconion	Duret	1968
Culex	crowei	Lophoceraomyia	Sirivanakarn	1968
Culex	crybda	Melanoconion	Dyar	1924
Culex	cubiculi	Lophoceraomyia	Marks	1989
Culex	cubitatus	Lophoceraomyia	Colless	1965
Culex	curtipalpis	Lophoceraomyia	Edwards	1914
Culex	curvibrachius	Culex	Angulo	1993
Culex	cuyanus	Culex	Duret	1968
